Chapter,Verse,Shloka,EngMeaning,Yoga_Type
18,6,"एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च |
कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् ||१८-६||","18.6 But even these actions should be performed leaving aside attachment and the desire for rewards, O Arjuna; this is My certain and best conviction.",Karma Yoga
18,7,"नियतस्य तु संन्यासः कर्मणो नोपपद्यते |
मोहात्तस्य परित्यागस्तामसः परिकीर्तितः ||१८-७||",18.7 Verily the renunciation of obligatory action is not proper; the abandonment of the same from delusion is declared to be Tamasic.,Bhakti Yoga
18,8,"दुःखमित्येव यत्कर्म कायक्लेशभयात्त्यजेत् |
स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत् ||१८-८||","18.8 He who abandons action on account of the fear of bodily trouble (because it is painful), does not obtain the merit of renunciation by doing such Rajasic renunciation.",Bhakti Yoga
18,9,"कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन |
सङ्गं त्यक्त्वा फलं चैव स त्यागः सात्त्विको मतः ||१८-९||","18.9 Whatever obligatory action is done, O Arjuna, merely because it ought to be done, abandoning attachment and also the desire for reward, that renunciation is regarded as Sattvic (pure).",Bhakti Yoga
18,10,"न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते |
त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः ||१८-१०||","18.10 The man of renunciation, pervaded by purity, intelligent, and with his doubts cut asunder, does not hate a disagreeable work nor is he attached to an agreeable one.",Bhakti Yoga
18,11,"न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः |
यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते ||१८-११||","18.11 Verily, it is not possible for an embodied being to abandon actions entirely; but he who relinishes the rewards of actions is verily called a man of renunciation.",Bhakti Yoga
18,12,"अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम् |
भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् ||१८-१२||","18.12 The threefold fruit of action (evil, good and mixed) accrues after death to the non-abandoners, but never to the abandoners.",Bhakti Yoga
18,13,"पञ्चैतानि महाबाहो कारणानि निबोध मे |
साङ्ख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम् ||१८-१३||","18.13 Learn from Me, O mighty-armed Arjuna, these five causes as declared in the Sankhya system for the accomplishment of all actions.",Karma Yoga
18,14,"अधिष्ठानं तथा कर्ता करणं च पृथग्विधम् |
विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् ||१८-१४||","18.14 The seat (body), the doer, the various senses, the different functions of various sorts, and the presiding deity, also, the fifth.",Bhakti Yoga
18,15,"शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः |
न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः ||१८-१५||","18.15 Whatever action a man performs with his body, speech and mind  whether right or the reverse  these five are its causes.",Karma Yoga
18,16,"तत्रैवं सति कर्तारमात्मानं केवलं तु यः |
पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः ||१८-१६||","18.16 Now, such being the case, verily he who  owing to untrained understanding  looks upon his Self, which is isolated, as the agent, he of perverted intelligence, sees not.",Jnana Yoga
18,17,"यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते |
हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते ||१८-१७||","18.17 He who is free from the egoistic notion, whose intelligence is not tainted (by good or evil), 
though he slays these people, he slayeth not, nor is he bound (by the action).",Bhakti Yoga
18,18,"ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना |
करणं कर्म कर्तेति त्रिविधः कर्मसंग्रहः ||१८-१८||","18.18 Knowledge, the knowable and the knower form the threefold impulse to action; the organ, the action and the agent form the threefold basis of action.",Jnana Yoga
18,19,"ज्ञानं कर्म च कर्ताच त्रिधैव गुणभेदतः |
प्रोच्यते गुणसङ्ख्याने यथावच्छृणु तान्यपि ||१८-१९||","18.19 Knowledge, action and actor are declared in the science of the Gunas (Sankhya philosophy) to be of three kinds only, according to the distinction of the Gunas. Of these also, hear duly.",Jnana Yoga
